Reviews;Keyphrases
Worked perfectly for the storage. Worked perfectly for the storage closet;Perfectly worked - Positive, for storage - Positive.
The best options. I was looking for something nice and elegant for my spa 🧖🏼‍♀️ and it really is how I wanted it;Nice and elegant - Positive, met expectations - Positive.
NOT difficult to assemble!. Lots of reviews saying these are difficult to assemble. They are not. You just have to follow the instruction of leaving the panel labelled “1” on the bottom throughout the entire assembly. The groove in panel one is significantly deeper than the grooves in the other panels. This allows the piece that slides in the back to sit lower so that you’re able to pop in the last panel without any resistance. Again, just leave the panel labeled “1” on the floor (or table if you’re assembling on a table surface) and you should be fine.  **I did struggle until I realized my mistake. Once I figured out that I wasn’t following the instructions properly, these cubes assembled in about a minute and a half. ;Not difficult to assemble - Positive, instructions important - Neutral, assembled in minute and a half - Positive.
Mr bub . My husband loves this little cart;Mr Bub cart - Neutral, husband loves it - Positive.
Don’t give up like I almost did!!!. Writing this review to help people who had trouble like me. I spent over an hour trying to align the pieces to fit, I even searched for tutorials on YouTube, and couldn’t find one for this specific model. Was very frustrated and was about to send all 4 of my Eket back to where they come from.   I took them apart and I realized the fault is not the product, it’s in the instructions. All the side boards should be numbered from 1-4, not just the first board. Essentially you would connect number one first with the sides and the pieces inside, and at the VERY END, the last piece should be the board opposite from number 1. If your last piece is the ones on the side of number 1, you will never get it to align. It took me less than 5 minutes to finish each one doing it this way, which is to follow the pictures to a tee. But Ikea should modify the instructions to be more specific and fool proof and number each side boards.   It looks beautiful and perfectly aligned when done!;Alignment issue - Negative, flawed instructions - Negative, frustration - Negative, sturdy - Positive, numbered sides - Neutral, beautiful alignment - Positive.
"Good size for my needs. Easy to assemble!!!. I bought two white Ekets 2 x 2 as the size was good for my needs. When I was reading the reviews, I was in a doubt if I can assemble it myself properly. Luckily, I found on Youtube a video instruction, how to do it ""ikea eket instruction part 2"". I even didn't use the paper instruction. Both pieces were assembled perfectly!!! Thank you Ikea and the person who did these video instructions.";Good size for needs - Positive, Easy to assemble - Positive, found video instruction - Neutral, assembled perfectly - Positive.
easy to assemble.. looks great;Easy to assemble - Positive, Looks great - Positive.
Basic storage gets the job done. Cubes give lots of configuration options. Seem like good quality and easy to assemble. ;Basic storage - Neutral, Lots of configuration options - Positive, Seem good quality - Positive, Easy to assemble - Positive.
I love these drawers. Adding the drawers made the shelves more organized. I love the look it gives to the unit and it was so easy to put together.;Added drawers - neutral, more organized - Positive, love the look - Positive, easy to put together - Positive.
Looks so much better. This looks so much better than the old bookcase we were using.;Improved appearance - Positive.
So awesome. The drawers slide smooth and it looks great in my Kallax;Drawers slide smoothly - positive, looks great - positive.
Love it. Makes my sewing room very organized;Organized sewing room - Positive.
It’s good quality and perfect. It’s good quality and perfect for what I needed.;Good quality - Positive, Perfect - Positive.
Perfect fit!. I bought this as a tv stand for the guest room. I added storage cubes below and put books and a few other decorative items on the top row. The additional stand was a great addition to give it a nice touch.;Perfect fit - Positive, TV stand - Neutral, added storage - Positive.
Great product. These drawers are much nicer than expected.  They went together relatively easy and having the metal bearing slides make them very smooth in operation.  I even bought another set.;Nicer than expected - Positive, went together easy - Positive, having metal bearing slides - Positive, very smooth in operation - Positive, bought another set - Positive.
Missing the frame….. I bought this shelf 2 weeks ago. I tried to set it up today and figured out the frame part was missing. Is this shelf including 2 parts? So upset about it. ☹️;Bought shelf - neutral, missing frame part -negative, 2 parts -question, upset -negative.
