art_id,text
80275887,Love it!!!. Very sturdy and well made. I was actually surprised at the nice quality. Easy to assemble. Looks very nice in my space.
90495695,Shelf insert. Perfect way to organize vinyl crafting rolls.
50483289,Looks nice. This piece coordinated nice with the Kallax shelf that I purchased. Love that it has the back panel
10409932,this one is my favorite. trying to find other places in my home to use
19931865,"Elegant steel shelves. I bought a set of these 10 years ago and just bought another. You can't tell them apart, they have held up so well. For steel shelves, they are very elegant and suitable for a living room or anywhere. The wide drawers work well, but due to the width you don't want to put anything too heavy in them."
30275861,"Kallax forever. Of course Kallax is the best deal on the planet for storing vinyl LPs, but it can do so much more. Having 4x4 or 5x5 cubes to work with is liberating, and enables you to put things that go together in the same cube, instead of having to find wherever something will fit (where you'll never find it)."
00275848,"Turns small spaces into dense storage. This is perfect for small areas between other things, what might otherwise be wasted space becomes 4 spacious cubes for clothes, toys, whatever. Also helps with de-cluttering because a cube can contain the sort of things like alarm clocks or a jewelry box that you would normally think has to take up valuable space on top of a bedside table or dresser."
20278167,"These are great!. They are different from the ones we got several years ago….more cheaply made, but they work the same."
80275887,Great storage unit!. Great storage unit!
40346924,Love the new color. We got this for the playroom to hold the grandkid's toys and it works great. We purchased some of the Drona fabric cartons to hold more items. Very pleased with the look and the size of this product.
50481172,We love these. Just what we needed for a greenhouse project! Also easily assembled- always a plus
60221683,"Almost 5 ⭐️. Solid build. I like the unit but received one of the frame rusty. Tried some elbow grease and some solution with no luck, so I had that portion facing to the wall. I read almost all the reviews before buying, didn’t expect that I would come across with the same issue with other reviewers. Still a good unit."
60333954,"Ruined my life. I’ve never experienced such frustration in my life. We had four people trying to put this together in turns for over 4 hours and still could not do it. It is the bane of my existence. The amount of agony and trauma I have gone through is unparalleled. I’ve bought previous IKEA furniture and I’ve never had this issue before. Please, for everyone’s sanity, don’t buy this. Even when finished there’s no sense of accomplishment, just more pain. We spent so long, agonized every step of the way, and for what? This piece of junk? It doesn’t even look that good. For the amount of effort it takes, it is not worth it."
50481172,"Sturdy, fits in small spaces. Great item to create shelf in narrow spaces"
30275861,Kallax Shelves. These worked out really well in our bathroom.
10305741,"Love our Kallax. Great and versatile storage in my grandchildrens room. It fits perfectly on our IKEA tv console, making for the ideal solution to overflowing toy boxes. We will eventually add some drawer and door inserts."
59442666,Use it as a bench for the mudroom. It fits perfectly with the DIY mudroom project. 
