text;Keyphrases
Don’t give up like I almost did!!!. Writing this review to help people who had trouble like me. I spent over an hour trying to align the pieces to fit, I even searched for tutorials on YouTube, and couldn’t find one for this specific model. Was very frustrated and was about to send all 4 of my Eket back to where they come from.   I took them apart and I realized the fault is not the product, it’s in the instructions. All the side boards should be numbered from 1-4, not just the first board. Essentially you would connect number one first with the sides and the pieces inside, and at the VERY END, the last piece should be the board opposite from number 1. If your last piece is the ones on the side of number 1, you will never get it to align. It took me less than 5 minutes to finish each one doing it this way, which is to follow the pictures to a tee. But Ikea should modify the instructions to be more specific and fool proof and number each side boards.   It looks beautiful and perfectly aligned when done!;Alignment difficult - Negative, faulty instructions - Negative, beautifully aligned - Positive.
"Good size for my needs. Easy to assemble!!!. I bought two white Ekets 2 x 2 as the size was good for my needs. When I was reading the reviews, I was in a doubt if I can assemble it myself properly. Luckily, I found on Youtube a video instruction, how to do it ""ikea eket instruction part 2"". I even didn't use the paper instruction. Both pieces were assembled perfectly!!! Thank you Ikea and the person who did these video instructions.";Good size - Positive, Easy to assemble - Positive, video instruction - Neutral.
easy to assemble.. looks great;Easy to assemble - Positive, Looks great - Positive.
Basic storage gets the job done. Cubes give lots of configuration options. Seem like good quality and easy to assemble. ;Basic storage - Neutral, configuration options - Positive, seem good quality - Positive, easy assembly - Positive.
I love these drawers. Adding the drawers made the shelves more organized. I love the look it gives to the unit and it was so easy to put together.;Love these drawers - Positive, more organized - Positive, easy to put together - Positive.
Looks so much better. This looks so much better than the old bookcase we were using.;Looks better - Positive.
So awesome. The drawers slide smooth and it looks great in my Kallax;Drawers slide smooth - Positive, looks great - Positive.
Love it. Makes my sewing room very organized;Makes organized - Positive, sewing room - Neutral.
It’s good quality and perfect. It’s good quality and perfect for what I needed.;Good quality - Positive, perfect - Positive.
Perfect fit!. I bought this as a tv stand for the guest room. I added storage cubes below and put books and a few other decorative items on the top row. The additional stand was a great addition to give it a nice touch.;Perfect fit - Positive, tv stand - Positive, additional storage - Positive, nice touch - Neutral.
Great product. These drawers are much nicer than expected.  They went together relatively easy and having the metal bearing slides make them very smooth in operation.  I even bought another set.;Great product - Positive, smooth in operation - Positive, went together easy - Positive, metal bearing slides - Positive.
Missing the frame….. I bought this shelf 2 weeks ago. I tried to set it up today and figured out the frame part was missing. Is this shelf including 2 parts? So upset about it. ☹️;Missing frame - Negative, shelf - Neutral.
"Putting together was a pain. Its so difficult to put together for something that's just supposed to ""snap together"". the plastic attachment grooves on the sides don't work nor fit together perfectly so a part of the sides don't lay flat with each other. Had to literally use a rubber mallet to force things to fit better. And even then they didn't line up correctly. Only reason I'm giving 3 stars is bc the assembly was the only problem I've had with it everything else was fine I guess.. ";Difficult assembly - Negative, plastic attachment grooves - Negative, didn't fit together perfectly - Negative, required rubber mallet - Negative.
Is exactly what you expect . It’s fine, a bit expensive, but functional;Exactly as expected - Neutral, functional - Positive, a bit expensive - Negative.
Perfect for puzzles. I use the Kallax shelf to organize my child’s play area and this insert is absolutely perfect for storing all of her wooden puzzles! ;Kallax shelf - Neutral, perfect for puzzles - Positive, organizes play area - Positive.
Kallax single row. Ordered the Kallax single row. It a great way to store vinyls. Regular size vinyls fit perfectly. Putting unit together was easy and quick. Very satisfied with purchase. Would highly recommend. ; Stores vinyls - Positive, regular size vinyls fit - Positive, easy assembly - Positive, satisfied with purchase - Positive, highly recommend - Positive.
Easy. Simple to build simple to use very sturdy absolutely love extra storage;Easy to build - Positive, Simple to use - Positive, Sturdy - Positive, Extra storage - Positive.
